F	Fort Yellowstone, Yellowstone National Park, None	Battle, David G.
F	The West : the history of a region in confederation /	Conway, John Frederick.
F	The tourists note-book for Quebec, Cacouna, Saguenay River and the lower St. Lawrence : containing brief notices of prominent objects of interest of these places, mode of conveyance, rate of charges, distances, &c.	Le Moine, J. M.
F	Spanish Peru, 1532-1560; a colonial society.	Lockhart, James.
F	Confederate Mississippi, the people and policies of a cotton state in wartime,	Bettersworth, John Knox,
F	The intellectual life of colonial New England. None	Morison, Samuel Eliot,
F	Brooks County, Georgia, the census of 1860 / None	Edmondson, John A.
F	Early County, Georgia, marriage records, 1820-1915 / None	Head, John C.
F	An index to the 1867 voters' registration of Texas None	Brice, Donaly E.
F	The Indian uprising in Lower California, 1734-1737, as described by Father Sigismundo Taraval. None	Taraval, Sigismundo,
F	An ethno-geographical analysis of the material culture of two Indian tribes in the Gran Chaco, None	Nordenskiöld, Erland,
F	Steamboats on the upper Tombigbee / None	Rodabough, John.
F	Photographic views and description of the great Baltimore $175,000,000 fire, February 7, 8, 9, 1904. None	Trías Monge, José.
F	The best of Brazil / None	Potter, Everett.
F	Western Montana : a portrait of the land and its people /	Alwin, John A.
F	Early marriage records of Wayne and Johnston counties, North Carolina / None	Spiron, Mary E.
F	The Boturini collection and the Council of the Indies, 1780-1800 / None	Glass, John B.
F	White servitude in Pennsylvania; indentured and redemption labor in colony and commonwealth.	Herrick, Cheesman Abiah,
F	Hardin County : a pictorial history /	Wells, Renée Hart,
F	From forest to thriving hamlets. None	Campbell, Isabelle,
F	Revised and enlarged copy of Lancaster - old and new; an address delivered before the Lancaster board of trade, January 9, 1902,	Law, James D.
F	Frontiers : a short history of the American West /	Hine, Robert V.,
F	The complete guide to the Tatshenshini River : including the upper Alsek River /	Lyman, Russ.
F	The beauty of sadness : a northern Black's journey to the Deep South today /	Ramsey, Constance Fletcher.
F	Index to the biographical section of the History of Fond du Lac County, Wisconsin, 1880, Chicago / None	Rentmeister, Jean R.
F	One South : an ethnic approach to regional culture /	Reed, John Shelton.
F	Arizona highways album : the road to statehood /	Larson, Ron,
F	Call them Canadians; a photographic point of view,	Sole, Michael John.
F	A Climate for change : alternatives for the central and eastern Arctic /	Oliveira, Jorge Nuno.
F	Schaefferstown and Heidelberg Township, Lebanon County / None	Wenger, Diane E.,
F	The memoir and writings of James Handasyd Perkins. None	Perkins, James H.
F	The Washington post guide to Washington / None	Hutchison, William R.
F	Andean kinship and marriage / None	Bosch, Swanny.
F	A history of Sprague, 1880-1962. None	Gaffney, Joseph W.
F	Yesterdays in Loachapoka and communities nearby; Roxana, Rocky Mount, Macon's Mill, Beehive, Pine Knot, Armstrong, Crossroads, Concord.	Nunn, Alexander,
F	Toronto : the way we were : a collection of photos & stories about North America's greatest city /	Filey, Mike.
F	The annotated records of the Saugerties United Methodist Church : Saugerties, Ulster County, New York, up to 1899 /	Klinkenberg, Audrey M.
F	Saint Thomas Union Church, Bernville, Penn Township, Berks County, Pennsylvania / None	Adams, David M.
F	Navajo Indian medical ethnobotany, None	Wyman, Leland Clifton,
F	The slaves of liberty : freedom in Amite County, Mississippi, 1820-1868 /	Smith, Dale Edwyna.
F	1860 census of Smith County, Mississippi : with an added surname index /	Felldin, Jeanne Robey.
F	The long crossing and other Labrador stories / None	Merrick, Elliott,
F	Guide to selected holdings of microfilm at the State Historical Society of Missouri / None	Ifill, Owen.
F	The Los Angeles metropolis / None	Nelson, Howard J.
F	Dissertations and theses about Idaho, 1900-1978 : a bibliographical with a checklist of Library holdings /	Birdsall, Douglas G.,
F	The California gold rush / None	Lüsted, Marcia Amidon.
F	While Canada slept : how we lost our place in the world /	Cohen, Andrew,
F	Arizona boonies : the Arizona even the zonies don't know about /	Burke, Larry,
F	Greene County, Missouri, 1840, 1850, 1860, 1870, census records. None	Patera, Alan H.
F	Greene County, Indiana early marriage records, 1821-1844 / None	Franklin, Charles M.
F	The San Francisco earthquake / None	Johnson, Rebecca L.
F	Ritual ground : Bent's Old Fort, world formation, and the annexation of the Southwest /	Comer, Douglas C.
F	The annals of Jamaica. None	Bridges, George Wilson.
F	Marriages and obituaries from the New Orleans Christian advocate, with complete index / None	Tipton, E. M.
F	Index for Plat book of Union County, Iowa, published by North West Publishing Co., 1894 / None	Saffell, Opal Irene Carns,
F	Saint John facts and folklore / None	Goss, David,
F	Rockies and plains: Arizona, New Mexico, Colorado, Utah, Wyoming, Montana, North Dakota, South Dakota, Nebraska. None	Fodor, Eugene,
F	A critically annotated bibliography of the Gran Chaco Toba / None	Miller, Elmer S.,
F	Canada's modern landscape : an air photo study /	Koegler, John.
F	The territorial governors of the Old Northwest, a study in territorial administration,	McCarty, Dwight G.
F	The Ohio gazetteer, or Topographical dictionary, containing a description of the several counties, towns ... in the state of Ohio; alphabetically arranged.	Kilbourn, John,
F	Basalt: Colorado Midland town None	Danielson, Clarence L.
F	Ottawa : a contemporary portrait /	Baker, Sue,
F	1860 census of Hunt County, Texas : (includes the 1860 mortality and slave schedules) /	Story, Loraine Dodson.
F	Gold in the Black Hills / None	Parker, Watson.
F	The young people's history of Indiana, None	Conklin, Julia S.
F	Unexpected New York : 87 discoveries in familiar places /	Burger, Chester.
F	They came to stay : the story of the Jews of Dallas, 1870-1977 /	Biderman, Rose G.,
F	The American genealogist : index to subjects in volumes 1-60 /	Worden, Jean D.
F	The Chinese in British Guiana / by Cecil Clement, Government Secretary of British Guiana, Lately Assistant Colonial Secretary of Hongkong ; introduction by Anne-Marie Lee-Loy.	Clementi, Cecil,
F	Geography of Nebraska, None	Condra, Geo. E.
F	Patrick County, Virginia death records, 1868, 1869, & 1871-1896 / None	Baughan, Barbara C.
F	The West Parish Church, Salisbury, Mass. One hundredth anniversary, June 17, 1885.	Meyer, Balthasar Henry,
F	The Venezuela dispute. Prof. McMaster's history of the Monroe doctrine. The President's message and the other official documents.	Taylor, Charles Elisha,
F	Constitution Island : written for the Historical Society of Newburgh Bay and the Highlands, at Newburgh in the county of Orange, New York /	Fish, Stuyvesant,
F	Indiana; a romantic story for young people	McSpadden, J. Walker
F	1880 United States census of Mason County, Washington Territory. None	Smeltzer, Jean Allyn.
F	Rural revolt in Mexico and U.S. intervention / None	Maxwell-Jolly, David.
F	Re-centering the 'islands in between' : re-thinking the languages, literatures and cultures of the Eastern Caribbean and the African diaspora /	Munro, Martin.
F	Canada in cartoon; a pictorial history of the Confederation years, 1867-1967,	Werthman, William C.,
F	Rocky Mountain National Park : a history /	Buchholtz, C. W.
F	Aboriginal and Spanish colonial Trinidad : a study in culture contact /	Newson, Linda A.
F	The military execution of American citizens by order of the President : an appeal to the people of the United States /	Kinnear, John R.
F	A concise history of Canada None	Graham, Gerald Sandford,
F	1850 census, Mississippi County, Missouri / None	Darnell, Betty Rolwing,
F	National historic trails : auto tour route interpretive guide across Wyoming /	Kreutzer, Lee.
F	The re-annexation of British Columbia to the United States, right, proper and desirable; an address delivered before the Tacoma Library Association, Olympia, W. T., January 18th, 1870.	Evans, Elwood,
F	Bryce Canyon National Park / None	Radlauer, Ruth,
F	North Carolina history told by contemporaries. None	Lefler, Hugh Talmage,
F	Western Europe, the challenge of unity. None	Healey, Denis.
F	A year in Jamaica : memoirs of a girl in Arcadia in 1889 /	Lewes, Diana,
F	Exploring Pennsylvania: its geography, history, and government	Stevens, Sylvester Kirby,
F	Mormon gold : the story of California's Mormon Argonauts /	Davies, J. Kenneth,
F	Vintage San Francisco / None	Pearl, Eve.
F	Diary of Jay Green; covering the period May 1, 1852, to July 27, 1852, during the crossing of the plains and mountains in a journey from Duncan's Ferry, Missouri, to Hangtown (Placerville) California.	Green, Jay P.
F	Cemetery records of Fisher County, Texas / None	Hancock, Juanita Butler.
F	Hispano homesteaders : the last New Mexico pioneers, 1850-1910 /	Flint, F. Harlan,
F	Eastern islands : accessible islands of the East Coast /	Laskin, David,
F	Pioneers and makers of Arkansas. None	Shinn, Josiah Hazen,
F	The Puerto Rican in New Jersey; his present status, July, 1955,	Cole, Robert Hartzell.
F	How to trace your Minnesota ancestors / None	Porter, Robert B.
F	South Carolina, a day at a time / None	Todd, Caroline W.
F	The story of Chicago, None	Hall, Jennie,
F	Trips with children in New England / None	Webster, Harriet.
F	Wonders of the Yellowstone. None	Richardson, James
F	Summer at high altitude (from a diary). None	Meyer, Gordon.
F	Nearly everything imaginable : the everyday life of Utah's Mormon pioneers /	Dyer-Witheford, Nick,
F	Exploring the Alaska-Yukon bordercountry : Wrangell-St. Elias National Park, Kluane National Park Reserve, Tetlin National Wildlife Refuge /	De La Hunt, Jill.
F	Free Blacks in Harford, Somerset, and Talbot counties, Maryland, 1832 / None	Meyer, Mary Keysor.
F	The ecology of the Bari : rainforest horticulturalists of South America /	Beckerman, Stephen.
F	Father Escalante's journal, 1776-77, None	Vélez de Escalante, Silvestre,
F	Ancient Maya traders of Ambergris Caye / None	Guderjan, Thomas H.
F	McCreary County, Kentucky : images from its past /	Hoefs, Dennis,
F	A relation of Maryland, None	Meany, Edmond S.
F	History of Oneida County, New York : from 1700 to the present time /	Cookinham, Henry J.,
F	Index, The Monongahela of old, or, Historical skethches of southwestern Pennsylvania to the year 1800 by James Veech. None	Railey, William Edward,
F	Louisiana in the age of Jackson : a clash of cultures and personalities /	Tregle, Joseph George,
F	Mastercraftsmen of ancient Peru None	Sawyer, Alan R.
F	Colombia : current issues and historical background /	Serafino, Nina M.
F	A pictorial souvenir and historical sketch of Tombstone, Arizona, "the town too tough to die" ...	Blythe, T. Roger.
F	Tennessee : the Volunteer State /	Semchuk, Rosann,
F	Texas centennial exhibition, held at the Library of Congress, Washington, D.C., December 15, 1945--April 15, 1946.	Lyne, Mary C.
F	The river of singing fish. None	Fiedler, Arkady,
F	Riot and remembrance : the Tulsa race war and its legacy /	Hirsch, James S.
F	...Almanaque de Rio Pardo, None	Laytano, Dante de.
F	South and North; or, Impressions received during a trip to Cuba and the South.	Abbott, John S. C.
F	Greetings from New Orleans : a history in postcards /	Skinner, Tina.
F	A guidebook to historic western Pennsylvania / None	Smith, Helene.
F	Contemporary Canada. None	Leach, Richard H.
F	Suggestions for the organization and work of local historical societies in Wisconsin. None	Rock, Joseph Francis Charles,
A	Directory of Iowa organizations / None	Chen, Shuifeng.
A	The sceptical chymist, None	Boyle, Robert,
A	Circular, Washington City, March 3, 1821. None	Bateman, Ephraim,
A	Fact or fake? : test your smarts! /	Zullo, Allan.
A	The history of the negotiation of the ambassadors sent to the Duke of Savoy by the Protestant cantons of Switzerland concerning the Vaudois / None	Teissier, Antoine,
A	Pray for the Jews! : a sermon preached at the Thursday lecture in Boston, August 15, 1816 /	Harris, Thaddeus Mason,
A	The standard dictionary of facts; history, language, literature, biography, geography, travel, art, government, politics, industry, invention, commerce, science, education, natural history, statistics, and miscellany; a practical handbook of ready reference based upon everyday needs, originally prepared and subsequently reëdited, extensively revised, enlarged and improved by competent specialists exclusively under the supervision of the Frontier Press Company.	Ruoff, Henry W.
A	Responsibilities of the foreign scholar to the local scholarly community: studies of U.S. research in Guatemala, Chile, and Paraguay,	Blair, Calvin Patton.
A	A letter to the Rt. Hon. Edmund Burke, in reply to the insinuations in the ninth report of the Select Committee, which affect the character of Mr. Hastings / None	Scott,
A	A sermon preached before His Honor Moses Gill, Esq., Lieutenant-Governor, the Honorable the Council, Senate and House of Representatives of the commonwealth of Massachusetts, May 29, 1799 : being the day of general election /	Coffin, Paul,
A	A country lawyer speaks. None	Karcher, Joseph T.,
A	Familiar conversations in which the salvation of all mankind is clearly exhibited and illustrated, and the most important objections which are now brought against the doctrine are fairly stated and fully answered / None	Streeter, Russell,
A	[Sudan--Bibliographies pamphlets]. None	Niccolò,
A	An address of the trustees of the Public School Society in the city of New-York to their fellow-citizens, respecting extension of their public schools. None	Rarrbo, Kamel.
A	The new collector's directory / None	Connolly, Robert D.
A	The legal degrees of marriage stated and considered : in a series of letters to a friend /	Alleyne, John,
A	University and college museums, galleries, and related facilities : a descriptive directory /	Danilov, Victor J.
A	A History of the Philosophical Society of Texas, 1837-1987 / None	Libman, Mikhail I︠A︡kovlevich.
A	Considerations on the present state of public affairs and the means of raising the necessary supplies / None	Pulteney, William.
A	A funeral oration prounounced in the chapel of Dartmouth University on the death of Eliphalet Hardy, a member of the junior class, who died at Hanover, January 2, 1806, aged nineteen years / None	Burnham, John,
A	English short stories, an anthology.	Gogolʹ, Nikolaĭ Vasilʹevich,
A	The secrets of the English Bastille disclosed : to which is added a copy of the rules and orders by which the whole system is regulated /	Middlesex magistrate.
A	A strong motive to the passing of a generall pardon and act of oblivion : found in a parcell of problemes /	Nethersole, Francis,
A	The recordsetter book of world records / None	Rollman, Dan.
A	Message of the President of the United States, transmitting, pursuant to a resolution of the Senate of the 3d inst., copies of the rules and instructions given to the ministers, consuls, or other agents of the United States in foreign countries, concerning allowances to, or on account of, sick or disabled American seamen : and also, accounts of the money so advanced in the years 1818, 1819, and 1820, and the number of seamen so annually relieved.	Bellingham, John,
A	Catalogue of lots belonging to the South Cove Corporation, from which purchasers may make selection at the auction on the [blank], 1840, at the United States Hotel (the sections and numbers of the lots being taken from the former catalogue). None	Adams, Wm. J.
A	Staff and training in regional museums / None	Marinac, Nenad,
A	A discourse on the love of our country : delivered on Nov. 4, 1789, at the meeting-house in the Old Jewry, to the Society for Commemorating the Revolution in Great Britain ... /	Price, Richard,
A	Letters on the revolution of France, and on the new constitution established by the National Assembly : occasioned by the publications of the Right Hon. Edmund Burke, M.P. and Alexander de Calonne, later minister of state : illustrated with a chart of the new constitution : to which is added, an Appendix, containing original papers and authentic documents relative to the affairs of France : addressed to Sir John Sinclair, Bart. M.P. /	Christie, Thomas,
A	The act of incorporation of the Benevolent Congregational Society, in the town of Providence, in the colony of Rhode Island, &c. : together with the rules of said society : to which is prefixed, a short account of the Congregational Society in said town, under the pastoral care of the Rev. Mr. Rowland.	Goddard, William,
A	Polish scholars: their contribution to world science.	Dobrowolski, Marian.
A	Missionary exertions encouraged : a sermon delivered in Sansom-Street Baptist Meeting-House, Philadelphia, May 7, 1817 ... /	Baldwin, Thomas,
A	The Museum and the visually impaired : the report of the Work Group on Facilities for the Visually Impaired.	Doganov, Dimitŭr.
A	Das schiff des heils, None	Eck, Johann,
A	A note on the occurrence of the large free-tailed bat, Otomops martiensseni Matschie, 1897 (Chiroptera: Molossidae) in Rhodesia, None	Harrison, David L.
A	To the honorable Senate and House of Representatives in General Court assembled. None	Vans, William,
A	Literature lost : social agendas and the corruption of the humanities /	Ellis, John M.
A	The best wit of the French people : proverbs of France /	Markun, Leo,
A	The lost mechanic restored. None	Copeland, Melvin.
A	Letter from the secretary of the Treasury, transmitting copies of the reports of the incorporated banks of the District of Columbia. None	Kentish Freeholder.
A	Publick funds for publick service, by raising three millions of money, or a million and a half, with ease and ability, without charge of collecting, or affecting land or trade, or burdening tax upon tax, with reasons for the same : in an appeal to the impartial and common understanding of all mankind.	Orthodox British Protestant.
A	Oliver St. John Gogarty. None	Jeffares, A. Norman
A	El museo y la comunidad sostenible : perspectivas canadienses /	Bouchard, Camille,
A	A sermon, preached at the request of the Ancient and Honourable Artillery Company, June 4, 1792 : being the anniversary of their election of officers /	Eckley, Joseph,
A	A second discourse of the religion of England : further asserting that reformed Christianity ... is the stability and advancement of this kingdom : wherein is included an answer to a late book, entituled, A Discourse of toleration.	Corbet, John,
A	The Nova-Scotia magazine, 1789-1792 : contents report and index /	Vincent, Thomas Brewer.
A	The history of Amelia Gale. None	Bolland, W.
A	Social design in museums : the psychology of visitor studies : collected essays /	Bitgood, Stephen.
A	Culture in Canada; a study of the findings of the Royal Commission on National Development in the Arts, Letters and Sciences, 1949-1951.	Shea, Albert Aber,
A	Ten thousand wonderful things: comprising whatever is marvellous and rare, curious, eccentric, and extraordinary, in all ages and nations ...	King, E. F.
A	The milkiad : a poem : canto first /	Martial, Martin.
A	Trauma Criticare, 2003, : 7th Conference of International Trauma Anaesthesia and Critical Care Society, Indian Chapter, 26-28 September 2003, New Delhi, India : conference proceedings.	Vidyaratne, Suranjana.
A	Report of the Committee of Umbrella and Parasol Manufacturers, of New York : to the Hon. D.A. Wells and others, Commissioner on Tariff and Revenue.	Howlett, A.A.
A	A discourse before the American Academy of the Arts / None	Clinton, DeWitt,
A	In morte del cavaliere Giambattista Bodoni sommo tipografo : avvenuta il 30 Novembre 1813.	Jacobacci, Vincenzo.
A	Managing museums and galleries / None	Fopp, Michael.
A	On the renewal of the East India charter / None	Fox, William,
A	System of musical education, originally devised and for twelve years persevered in / None	Paddon, John,
A	The World Book encyclopedia. None	Berenstain, Stan,
A	Auditor's request for transfers of certain appropriations, 1866. None	Eliot, John,
A	Can you pass these tests? / None	Beschloss, Michael R.
A	How to organize meetings : a handbook for better workshop, seminar, and conference management /	Jones, Martin,
A	An historical view of the principles, characters, persons, &c. of the political writers in Great-Britain : viz. Mr. P--y, Lord C--, Lord B--, D. of A--le, Mr. S--, &c. &c. &c. : also the names and characters of the authors of the Craftsman, Common-sense, Champion, English-man's evening-post, Daily-gazetteer, &c. : in a letter to Monsieur M--s, from Monsieur B--s, private agent these twenty years past from the c--t of F--ce, in England /	Marforio.
A	Population increase and economic development in Asia None	Schmidt, Martin,
A	Stories and episodes. None	Mann, Thomas,
A	A sermon preach'd at the Parish-Church of St. Helen's, London, May the 19th, 1700 / None	Keith, George,
A	Elements of useful knowledge. containing a historical and geographical account of the United States : for the use of schools /	Webster, Noah,
A	A revision of the species of the genus Ceronema Maskell (Homoptera: Coccoidea) recorded from the Ethiopian region None	Hodgson, Christopher John.
A	The mysterious past / None	Charroux, Robert.
A	A Bell ringing in the empty sky : the best of the Sun /	Baynham, Simon,
A	I. Reasons for addressing His Majesty to invite into England their Highnesses, the Electress Dowager and the Electoral Prince of Hanover, and likewise, II. Reasons for attainting and abjuring the pretended Prince of Wales ... : with arguments for making a vigorous war against France.	Toland, John,
A	Report of the Committee upon Pecuniary Concerns of the Town. None	Thayer, Thomas Baldwin,
A	The tariff : British imposture and political humbug /	Mansfield, Edward Deering,
A	Report of a committee of the Senate, on the subject of weights and measures. None	Mackenzie, Henry,
A	Report made to the mayor and aldermen of the city of Boston on the subject of supplying the inhabitants of that city with water / None	Treadwell, Daniel,
A	Report of William Weston, Esquire, on the practicality of introducing the water of the River Bronx into the city of New-York : done at the request of the corporation of the said city.	Weston, William,
A	An oration delivered before the citizens of Newburyport : on the fifty-sixth anniversary of American independence /	Cushing, Caleb,
A	General guide to the Science and Art Museum, Dublin, by V. Ball.	Fages-Chaulnes, Roger-Guillaume,
A	The criminality of intemperance : an address delivered at the eleventh anniversary of the Massachusetts Society for the Suppression of Intemperance /	Ware, Henry,
A	The doctrine of Christian baptism / None	Griffiths, Joseph W.
A	A representation concerning the late Parliament, in the year, 1654 : to prevent mistakes.	Shepperd, S.
A	A contemporary reader; essays for today and tomorrow.	Rudman, Harry W.
A	Visions in verse, for the entertainment and instruction of younger minds. None	Cotton, Nathaniel,
A	The first College Bowl question book. None	Weidman, Jerome,
A	The Nobel prize : a history of genius, controversy, and prestige /	Feldman, Burton.
A	Expect the unexpected : larger than life.	Uhl, Christopher,
A	Sheridan and Kotzebue; a comparative essay.	Sinko, Grzegorz.
A	The embassy of Everaard van Weede, lord of Dykvelt, to England, in 1687 None	Muilenburg, James.
A	A loyal appeal to the Prostestant dissenters, who unjustlycomplain of a present persecution. None	W. R.
A	Merit students encyclopedia / None	Elert, Werner,
A	Later gleanings. A new series of Gleanings of past years.	Gladstone, W. E.
A	A caution to men who use Sheridan's dictionary : to which are added, for the assistance of foreigners and natives, select rules for pronouncing English with precision and elegance.	O'Keeffe, J. A.
A	Supplement to the Monthly literary journal, June 1823. None	Volgger, David.
A	Guide to the San Bernardino County Museum / None	Bell, Gordon H.
A	The medieval Hebrew encyclopedias of science and philosophy : proceedings of the Bar-Ilan University conference /	Zięba, Maciej.
A	The speech of the Right Honourable Henry Addington, chancellor of the exchequer, in the House of Commons, (10th December, 1802) : on the opening of the budget.	Sidmouth, Henry Addington,
A	A paper on the National Republican Convention of 1860, None	Keith, Elbridge Gerry,
A	Fact, fancy, and fable; a new handbook for ready reference on subjects commonly omitted from cyclopaedias; comprising personal sobriquets, familiar phrases, popular appellations, geographical nicknames, literary pseudonyms, mythological characters, red-letter days, political slang, contractions and abbreviations, technical terms, foreign words and phrases, Americanisms, etc.	Reddall, Henry Frederic,
A	Cobbett's gridiron : written to warn farmers of their danger, and to put landholders, mortgagers, lenders, borrowers, the labouring and indeed all classes of the community on their guard.	Lyndhurst, John Singleton Copley,
A	The American educator encyclopedia; a thoroughly modern work designed to meet the needs of every age.	Nash, Ogden,
A	[Zimbabwe--Humanities pamphlets]. None	Niccolò,
A	Mysteries of life, death, and futurity : illustrated from the best and latest authorities /	Timbs, John,
A	The Bible, the young man's guide : a discourse introductory to a series of lectures on moral subjects addressed to young men delivered in the McChord Church, Lexington, Nov. 24, 1833 /	Davidson, Robert,
A	Utopian essays and practical proposals. None	Goodman, Paul,
A	A peep at provincial routs : a poem.	Mac Cana, Proinsias.
A	Remarks on the three first chapters of the Revelation of St. John : to which is prefixed four letters to the Rev. Thomas Charles, A.B., on the number of the beast, and the woman's first and second flight from him into the wilderness, &c. &c. /	Reader, Thomas,
A	Absalom senior, or, Achitophel transpros'd : a poem.	Settle, Elkanah,
A	An account of the behaviour of William, late Earl of Kilmarnock, and Arthur, late Lord Balmerino, from the time of their being delivered into the custody of the sheriffs of London, to the time of their execution : with every remarkable incident that happened during that time, and particularly the conference between those two lords /	Ford, T.
A	An account of the origin of steam-boats in Spain, Great Britain, and America : and of their introduction and employment upon the River Thames between London and Gravesend, to the present time.	Damiba, Geoffroy,
A	Report of the committee appointed to investigate alleged abuses at the Houses of Reformation and Correction. None	Eliot, John,
A	[Illustrations and maps from the New and complete American encyclopaedia] None	Cabañas Bravo, Miguel.
A	The lady's encyclopedia; or, A concise analysis of the belles lettres, the fine arts and the sciences.	Seally, John,
A	Ingersoll's lectures. None	Ingersoll, Robert Green,
A	Speech of the Honorable Felix Grundy (of Tennessee) on the tariff : delivered February 15, 1832, in the Senate of the United States, on Mr. Clay's resolution.	Grundy, Felix,
A	Report of the Committee Appointed to Examine into the Proceedings of the People of Georgia with Respect to the Province of South-Carolina and the Disputes Subsisting between the Two Colonies. None	Gordon, George,
A	Eulogy on the life and character of William Henry Harrison, ninth president of the United States : delivered in Wesley Chapel, Cincinnati, on fast day, 14th of May, 1841 /	Mansfield, Edward Deering,
A	An act providing for the comfortable subsistence and accomodation of the militia, and regulars quartered in this island. None	Jamaica.
A	The selected addresses of Gordon W. Blackwell. None	Blackwell, Gordon Williams,
A	A general state of the receits and payments of the governors and guardians of the Hospital ... from the 31st of December 1760 to the 31st of December 1761 ... None	Bakos, István,
A	Essays & reviews : a protest addressed to the Right Reverend the Lord Bishop of Salisbury on the appearance of the "Episcopal manifesto : with a letter to the Rev. Rowland Williams ... and an appendix /	Kennard, Robert Bruce.
A	Sources of free and inexpensive educational materials. None	Dever, Esther.
A	GDR, ten years UNESCO membership, 1972-1982. None	Miller, Larry,
A	The fary knight; or, Oberon the Second, a manuscript play	Randolph, Thomas,
A	Answering any questions : how to set up an information office /	Weiner, Margery.
A	Fragmentary papers on science and other subjects, None	Holland, Henry,
A	How New York working girls live / None	Van Deventer, Betty
A	Guide for the use of visitors to the Horniman Museum and Library ... None	Bartholomew, Robert O.
A	[South Africa--Humanities--History pamphlets]. None	Niccolò,
A	The witticisms, anecdotes, jests, and sayings of Dr. Samuel Johnson during the whole course of his life : collected from Boswell, Piozzi, Hawkins, Baretti, Beauclerk, Sir Joshua Reynolds, and other gentlemen in the habits of intimacy with the doctor : and a full account of Dr. Johnson's conversation with the king, to which is added a great number of jests, in which the most distinguished wits of the presnt century bore a part /	Merry, J.
A	A company of readers : uncollected writings of W.H. Auden, Jacques Barzun, and Lionel Trilling from The Readers' subscription and Mid-century book clubs /	Diaz Espino, Ovidio.
A	An Address of the Presbyterian ministers, of the city of Philadelphia, to the ministers and Presbyterian congregations, in the county of [      ] in North-Carolina. None	Shipley, Jonathan,
A	To the electors of Middlesex district / None	Elector,
A	The ring of time : the story of the British Columbia Provincial Museum /	Corley-Smith, Peter,
A	The Illuminated book of days / None	Parmelee, Alice.
A	These things we note. None	French, Giles.
A	The ocean in the literature of the western Semites, None	Wensinck, A. J.
A	The farmer's six letters to the Protestants of Ireland, of equal importance to the Protestants of England. None	Brooke, Henry,
A	[Africa General--Humanities--History pamphlets]. None	Niccolò,
A	The museums of Israel / None	Rahmani, L. Y.
A	Exhibiting dilemmas : issues of representation at the Smithsonian /	Hughes, Shirley,
A	Is evolution true? : is evolution, as a process, substantiated by the facts? /	Price, George McCready,
A	Coordinating international programs and activities at U.S. colleges and universitites; a directory.	Inger, Robert F.
A	A defence of the Letter from the Dutchess of M---h in the shades, to the great man : addressed to the public, in answer to the Monitor's two papers of the 23d and 30th of June, 1759.	Elder, Karen.
A	On the "intermediary" statistics of G. Gentile. None	Wergeland, H.
A	A letter from a native of Barataria to his friend in Pensylvania. None	Philadelphus.
A	Memorial of sundry merchants and inhabitants of Salem, Massachusetts : January 31, 1820 : read, and so much thereof as relates to drawback of duties, referred to the Committee on Commerce, and the residue to the Committee of the Whole House, to which is committed the bill regulating the payment of duties on merchandise imported, and for other purposes.	Amato, Claire T.
A	The report of the Commissioners appointed by Parliament to enquire into the Irish forfeitures : deliver'd to the Honble House of Commons the 15th of December, 1699 :	Reuter, Claus.
A	Know your encyclopedia; a unit of library instruction based on Comptons̕ pictured encyclopedia,	Shores, Louis,
A	Observations on Dr. M'Farlan's inquiries concerning the state of the poor / None	Tod, T.
A	Notes on geomagnetic observatory and survey practice, None	Wienert, K. A.
A	Independence or subordination? : The Japanese Communist Party between Moscow and Peking.	Langer, Paul Fritz,
A	Request for an additional appropriation for fire alarms, 1866. None	Eliot, John,
A	Letters to Lily : on how the world works /	Macfarlane, Alan.
A	New roles and missions of museums : INTERCOM 2006 symposium. None	Sun, Miantao.
A	Occasional addresses, None	Capen, Elmer Hewitt,
A	A few thousand of the best free things in America today / None	Kalian, Robert.
A	Notes on academic disciplines: interdisciplinary readings in sociology None	Potter, Alfred Claghorn,
A	Users guide and index. None	Gefen, Gérard.
A	The "greenback" currency and taxation : speech of Hon. F.A. Pike, of Maine, in the House of Representatives, March 16, 1866.	Pike, F. A.
A	A letter from the king to his people. None	Croker, John Wilson,
A	So you think you're well educated : what every well-educated person should know /	Ryan, Richard T.
A	Hospital for the Maintenance and Education of Exposed and Deserted Young Children, 1757. The powerful protection given to this hospital by the legislature has rendered it an object of great importance to the nation ... None	Davidson, Mildred Davis,
A	World guide to abbreviations of organizations / None	Buttress, F. A.
A	Top 10 worst spooky mysteries : you wouldn't want to know about! /	Macdonald, Fiona,
A	[Liberia--Social sciences--Education pamphlets]. None	Welwood, James,
A	Windows on the infinite : the papacy and the liberal arts.	Kirkham, E. Kay.
A	A catalogue of books published and for sale by Hurd & Houghton, 459 Broome Street, New York : comprising their own publications and those of G.P. Putnam.	Thomas, T. E.
A	The case of George W. Niven, Esq., attorney and counsellor at law, charged with mal-practices and suspended by order of the court of common pleas of the city of New-York : containing much curious matter, ingenuous argument, and eloquent discourse, equally interesting to counsellors and clients, to the safety of the public, and the honor and dignity of a learned profession /	Sampson, William,
A	An exposition of the secret Order of the Sons of Temperance, with facts in relation to secret societies generally / None	Stowell, Martin.
A	Two sermons addressed to the Second Presbyterian Society in Newburyport, May 28, 1826, the Sabbath after his installation / None	Dana, Daniel,
A	The Rules of the game: cross-disciplinary essays on models in scholarly thought; None	Graham, Michael,
A	Message of the President of the United States, transmitting information in relation to the war with the Seminoles and the measures which have been adopted by the government in consequence thereof. None	Colly, H.
